Title;Rating Number;Rating Word;Review;Author Information
Y2K: The Game Review;6.7;Fair; Its technical problems are a real shame, because when it comes to every other aspect of game design, Y2K is actually quite good.;
Formula 1 99 Review;7.7;Good; Formula One 99 has great control and enough settings to keep any longtime fan of the Formula One series glued to the TV for quite some time.;
Urban Chaos Review;8.3;Great; The fact that Urban Chaos is an enjoyable third-person action game with no switch flipping, box pushing, or key finding should be reason enough for you to purchase it.;
Vandal Hearts II Review;7;Good; While Vandal Hearts II lacks the grand feel of Final Fantasy Tactics, it is a solid and rewarding strategy-RPG.;
Shenmue Review;7.8;Good; Indeed, while Shenmue is revolutionary, the game is far from perfect.;
Puyo Puyo Da! (Import) Review;2.3;Terrible; You can pick up Puyo Puyo Da! and be completely fed up with it within an hour.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
International Track and Field 2000 Review;6.9;Fair; If you're a fan of multiplayer games, this is definitely one to check out.;
MechWarrior 3: Pirate's Moon Expansion Pack Review;7.2;Good; MechWarrior 3 players who found the original game's campaign short or uninspired will find Pirate's Moon to be all too familiar.;
D2 Review;6.2;Fair; Kenji Eno has created one of the most engaging stories of all time and given it support in every way possible, except the one that matters most: gameplay.;
No Fear Downhill Mountain Biking Review;5;Mediocre; No Fear Downhill Mountain Biking tiptoes the line of being a good racing game.;
Vigilante 8: Second Offense Review;7.7;Good; Combining the fantastic audio from the PlayStation edition, the four-player mode offered on the Nintendo 64, and the graphical advances you expect from the Dreamcast, this version of V8SO is ...;
Pro Pinball: Fantastic Journey Review;7.5;Good; An accurate simulation of a somewhat generic pinball table isn't quite as impressive as it used to be.;
Crusaders of Might and Magic Review;5.5;Mediocre; If the game were any longer, you'd start getting really tired of its numerous shortcomings and even more frustrated that its good ingredients are only half-baked.;
Street Fighter III Double Impact Review;7.2;Good; There is definitely a lot to Street Fighter III.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Spellbinder: The Nexus Conflict Review;7.5;Good; Mythic has tempered what would otherwise be a solid but unremarkable shooter with a number of role-playing game elements that make Spellbinder surprisingly deep and distinctive.;
Bass Rise Review;5;Mediocre; Bass Rise makes for an amusing diversion best suited for casual fishing fans who generally play for no longer than an hour per sitting.;
Test Drive 6 Review;4.6;Poor; It was sort of weak on the PlayStation. On the Dreamcast it's a primped-up clone of a sort-of-weak game.;
MiG Alley Review;9.2;Superb; Dogfighting in MiG Alley is one of the best experiences a virtual pilot can hope for.;
Worms Armageddon Review;7.8;Good; Worms Armageddon is designed so you can play with other people, and the single-player match is really no substitute.;
Space Invaders Review;3.3;Bad; Space Invaders is a game different enough to cancel any feelings of nostalgia, yet it isn't good enough to stand on its own.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Fighting Force 2 Review;3.5;Bad; There's really nothing exciting about Fighting Force 2.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Supercross 2000 Review;4.7;Poor; Control issues and dodgy graphics plant Supercross 2000 firmly behind 989 Sports' recent addition to the genre, Supercross Circuit.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
NBA Jam 2000 Review;5.6;Mediocre; Dedicated games like NBA Showtime and NBA Live 2000 do a much better job of representing their respective schools of video-game basketball.;
NFL Quarterback Club 2000 Review;2.4;Terrible; Quarterback Club 2000 is a buggy, problem-ridden football game that should be avoided by all football video game fans.;
Close Combat: Battle of the Bulge Review;8.2;Great; Battle of the Bulge will appeal both to Close Combat veterans and to those simply looking for a good real-time strategy game with historical overtones.;
Missile Command Review;4;Poor; Missile Command is just another piece of proof that remakes are never as good as their originals.;
NBA Shootout 2000 Review;8.1;Great; Its clean graphics and great control not only make it the best installment in the Shootout series but also one of the best basketball games for the PlayStation.;
Dukes of Hazzard: Racing for Home Review;4.9;Poor; The Dukes of Hazzard: Racing For Home could have been an outstanding game, but the game is simply too easy and way too buggy to succeed.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Touring Car Challenge Review;8.2;Great; All its problems are alleviated by the excitement and sheer fun that Touring Car Challenge has to offer.;
Fighting Force 2 Review;3.6;Bad; Fighting Force 2 takes the same basic beat-'em-up ethic and melds it with a pinch of Lara Croftian camera work and a smidgen of Metal Gear-esque espionage.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Diplomacy Review;4;Poor; Not only is the interface clunky and awkward, but the artificial intelligence is terrible, and the multiplayer support is buggy.;
Roadsters Trophy Review;4.8;Poor; If you're itching to feel the breeze in your hair as you jam through a country track in your drop-top roadster, you may want to give this one a rental.;
Boombots Review;1.9;Abysmal; Boombots is without a doubt in the running for the worst game of the year.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Planescape: Torment Review;9;Superb; It's clearly the best traditional computer role-playing game of the year and is bound to be an all-time favorite for many of its inevitable fans.;
Nuclear Strike Review;6.8;Fair; Just start out playing it on the hard difficulty to ensure you get your money's worth.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
NASCAR Legends Review;9;Superb; NASCAR Legends is the only game for nostalgic NASCAR fans to turn to.;
Q*Bert Review;3.6;Bad; The game just doesn't have enough substance to last more than a day.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Konami Arcade Classics Review;7;Good; The collection is a relatively low-frills compilation, but the quality of the games more than makes up for a deficiency in the history department.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Xena: Warrior Princess - The Talisman of Fate Review;2.8;Terrible; This would probably make a decent party game for players who don't know how to do anything more than mash every button available, but fans of fighting games should stay ...;
Harvest Moon 64 Review;7.3;Good; Though admittedly not for everyone, Harvest Moon 64 is a strangely compelling, original little game that makes hours melt away incomprehensibly.;
12 O'Clock High: Bombing the Reich Review;6.8;Fair; 12 O'Clock High is a meticulously researched wargame that unfortunately doesn't add up.;
Rocket: Robot on Wheels Review;7.6;Good; Its gameplay is diverse yet solid, and it all combines to form a game that will keep you interested for quite some time.;
Virtua Striker 2 Review;4.7;Poor; Virtua Striker 2 is a classic example of good ideas gone horribly wrong.;
Asheron's Call Review;8.6;Great; Asheron's Call is a solid, well-rounded online role-playing experience that's at least as good as any other out there.;
SWAT 3: Close Quarters Battle Review;8.3;Great; SWAT 3's most impressive feature has to be the amazing artificial intelligence employed by friend and foe alike.;
Re-Volt Review;5.3;Mediocre; Re-Volt on the Dreamcast is clearly the best version of the three home editions, but it still remains an evilly unforgiving game.;
Abomination Review;6.5;Fair; It's a real-time tactical action game with very little underlying strategy.;
Quake III Arena Review;9.2;Superb; Quake III Arena provides the ultimate deathmatch experience.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
Gran Turismo 2 Review;8.5;Great; Fans of the original and those looking for a pure driving simulation should flock to store shelves without delay, but for the rest, that add-on philosophy may not sit well.;
Supercross 2000 Review;6.2;Fair; Turning problems aside, the game features a pretty nice physics model, and the bikes buckle and bounce in a realistic fashion after big jumps.;Jeff Gerstmann has been professionally covering the video game industry since 1994.
